193094000244141	-75.8458026775552
193094000976607	-74.3408987619882
193094001709074	-80.2964472515866
193094002441540	-77.4983424975298
193094003174007	-77.6764935948053
193094003906474	-85.0160088787486
193094004638940	-80.327373113101
193094005371407	-76.5771405743189
193094006103873	-76.1844618480133
193094006836340	-78.4368287696093
193094007568806	-84.9607823073862
193094008301273	-75.2915419289196
193094009033740	-85.2131184120549
193094009766206	-78.1631383087941
193094010498673	-80.8975788446732
193094011231139	-78.1993861905684
193094011963606	-76.3308303261405
193094012696073	-81.139929222841
193094013428539	-74.5628383356125
193094014161006	-78.2446536803115
193094014893472	-81.075609354377
193094015625939	-79.4628718774802
193094016358405	-74.2924914050442
193094017090872	-81.4243177959276
193094017823339	-78.4682748087434
193094018555805	-80.1957156773956
193094019288272	-77.6927716666906
193094020020738	-80.2471330323291
193094020753205	-76.1872664351925
193094021485672	-81.6574991791002
193094022218138	-77.3520413284516
193094022950605	-74.6620326340854
193094023683071	-77.4474223752344
193094024415538	-81.3217146522198
193094025148004	-76.1209906515161
193094025880471	-74.5690202664928
193094026612938	-74.6214144500285
193094027345404	-78.3557012110211
193094028077871	-73.9553500651085
193094028810337	-76.0392243488877
193094029542804	-73.951711136513
193094030275270	-84.922859572535
193094031007737	-83.2199005741023
193094031740204	-76.7209466721823
193094032472670	-78.5783753334004
193094033205137	-76.6875356206991
193094033937603	-75.0689330209455
193094034670070	-78.8841734065829
193094035402537	-80.7811430453411
193094036135003	-78.3403287259034
193094036867470	-75.0667093675557
193094037599936	-76.8398832296515
193094038332403	-76.2137039609991
193094039064869	-71.9872706068533
193094039797336	-83.0047090933164
193094040529803	-78.8450466053825
193094041262269	-80.3765395160202
193094041994736	-79.81720802917
193094042727202	-76.6738534652682
193094043459669	-75.7209209985965
193094044192136	-78.8926107192776
193094044924602	-73.2186256010036
193094045657069	-77.3675682031933
193094046389535	-80.6625327183912
193094047122002	-79.1912884589865
193094047854468	-75.868122005613
193094048586935	-76.7173793306086
193094049319402	-79.9034790072482
193094050051868	-81.3705577763508
193094050784335	-82.3039972040174
193094051516801	-77.031685231347
193094052249268	-78.3437420276428
193094052981734	-80.7793435497154
193094053714201	-78.7795757461485
193094054446668	-79.4569220700619
193094055179134	-83.2805483409828
193094055911601	-82.9659574666451
193094056644067	-75.1017558291661
193094057376534	-76.4771461029495
193094058109001	-82.345030700348
193094058841467	-80.5815876382971
193094059573934	-77.7971181051759
193094060306400	-77.4403893607729
193094061038867	-78.2450199625008
193094061771333	-81.543867185251
193094062503800	-76.9261286784147
193094063236267	-78.1495731127556
193094063968733	-81.0042972649377
193094064701200	-71.9257190659914
193094065433666	-76.141737591962
193094066166133	-78.4456799908712
193094066898600	-78.1577095816386
193094067631066	-79.3128062506426
193094068363533	-78.6387341794114
193094069095999	-78.9426216445753
193094069828466	-80.9115335540891
193094070560932	-78.843238558177
193094071293399	-76.0728867255088
193094072025866	-78.7320700203934
193094072758332	-88.5236756890641
193094073490799	-74.4667843806529
193094074223265	-75.7105380307098
193094074955732	-75.7085848656159
193094075688199	-74.9209286799297
193094076420665	-81.8679162196646
193094077153132	-77.4678094806963
193094077885598	-77.2748083728405
193094078618065	-73.1185725445514
193094079350531	-78.3898372603596
193094080082998	-80.2563201728138
193094080815465	-77.2138715298407
193094081547931	-84.939872582442
193094082280398	-81.1698147222087
193094083012864	-76.5312574119625
193094083745331	-81.0905293108101
193094084477798	-75.9965377107044
193094085210264	-83.4139318139005
193094085942731	-71.3145235547848
193094086675197	-81.8546236884109
193094087407664	-79.293878461368
193094088140130	-78.3814070065463
193094088872597	-74.7562404951343
193094089605064	-82.0591911404838
193094090337530	-80.3049980130995
193094091069997	-74.7566482878405
193094091802463	-81.285124204195
193094092534930	-77.6837432074434
193094093267396	-76.4803918710747
193094093999863	-84.2807543441138
193094094732330	-82.4503492256295
193094095464796	-76.4402937181871
193094096197263	-83.2245790844845
193094096929729	-79.1173062181059
193094097662196	-75.4975419332561
193094098394663	-78.266578678114
193094099127129	-81.2862938561037
193094099859596	-81.9221477245953
193094100592062	-75.8860089148128
193094101324529	-79.7109359525589
193094102056995	-79.2493072274699
193094102789462	-78.2397859251461
193094103521929	-74.9915574012903
193094104254395	-77.6957076786133
193094104986862	-73.0459275759004
193094105719328	-78.6741471721984
193094106451795	-76.5484485986424
193094107184262	-76.5402865541781
193094107916728	-78.3780639472011
193094108649195	-85.1094452842844
193094109381661	-75.90626091217
193094110114128	-80.6703829308396
193094110846594	-76.4805974050684
193094111579061	-80.6569166819497
193094112311528	-76.9320996104493
193094113043994	-78.6452560708707
193094113776461	-76.8837306981264
193094114508927	-77.9203753524861
193094115241394	-74.677269322618
193094115973860	-79.5250740611961
193094116706327	-83.0486537750021
193094117438794	-75.607091337028
193094118171260	-78.4308849649452
193094118903727	-78.2135110313575
193094119636193	-81.230501513889
193094120368660	-80.2825200415828
193094121101127	-74.3131516193474
193094121833593	-74.1931763332326
193094122566060	-72.7745169226919
193094123298526	-78.5278489952794
193094124030993	-77.0099802638639
193094124763459	-73.8736948471819
193094125495926	-77.1429394548824
193094126228393	-83.2380651819173
