0	1.89977070797443E-06
8.33333333333333E-11	2.19156678340941E-06
1.66666666666667E-10	2.0179310217285E-06
2.5E-10	1.42185350515494E-06
3.33333333333333E-10	1.27002219861888E-06
4.16666666666667E-10	9.42563408854625E-07
5E-10	6.09893105878912E-07
5.83333333333333E-10	7.49719230822008E-07
6.66666666666667E-10	7.65766036137335E-07
7.5E-10	6.45967515795472E-07
8.33333333333333E-10	8.19662806714243E-07
9.16666666666667E-10	9.1653400473615E-07
1E-09	1.38024774218172E-06
1.08333333333333E-09	1.25543564404287E-06
1.16666666666667E-09	8.60627594712984E-07
1.25E-09	8.52147506712912E-07
1.33333333333333E-09	6.03012609040725E-07
1.41666666666667E-09	7.68696987304922E-07
1.5E-09	8.23591032466901E-07
1.58333333333333E-09	9.21330508206444E-07
1.66666666666667E-09	1.52190669176673E-06
1.75E-09	2.66011691606503E-06
1.83333333333333E-09	3.2216592217097E-06
1.91666666666667E-09	4.27699694854292E-06
2E-09	4.00986689228085E-06
2.08333333333333E-09	3.57108851393767E-06
2.16666666666667E-09	3.90274963146519E-06
2.25E-09	2.567714007974E-06
2.33333333333333E-09	1.34183251328449E-06
2.41666666666667E-09	7.36461359365006E-07
2.5E-09	5.99906148494054E-07
2.58333333333333E-09	5.46961383678635E-07
2.66666666666667E-09	1.10399367123035E-06
2.75E-09	1.81538928892502E-06
2.83333333333333E-09	2.29112999973923E-06
2.91666666666667E-09	2.74902905750755E-06
3E-09	2.67220047910989E-06
3.08333333333333E-09	1.99684651535408E-06
3.16666666666667E-09	1.80961998671523E-06
3.25E-09	1.88997887014612E-06
3.33333333333333E-09	1.77834625064572E-06
3.41666666666667E-09	1.38710446001411E-06
3.5E-09	1.20358350598523E-06
3.58333333333333E-09	1.90993069881446E-06
3.66666666666667E-09	2.07237569651767E-06
3.75E-09	3.19200474957164E-06
3.83333333333333E-09	3.54448310854302E-06
3.91666666666667E-09	4.07098318911843E-06
4E-09	4.44950806646771E-06
4.08333333333333E-09	4.46325879982521E-06
4.16666666666667E-09	3.28781043276648E-06
4.25E-09	2.90470241689783E-06
4.33333333333333E-09	1.62784516279331E-06
4.41666666666667E-09	7.60762585154091E-07
4.5E-09	5.27194318498152E-07
4.58333333333333E-09	7.64403052177607E-07
4.66666666666667E-09	1.28699697905305E-06
4.75E-09	2.89521790348416E-06
4.83333333333333E-09	3.44428828012196E-06
4.91666666666667E-09	4.76081531415127E-06
5E-09	4.35810758730205E-06
5.08333333333333E-09	4.6267393685554E-06
5.16666666666667E-09	3.23423151606272E-06
5.25E-09	2.70713613646308E-06
5.33333333333333E-09	1.2065293719059E-06
